Entity; Entity_Count
Twitter; 2044
The_Police; 1898
Donald_Trump; 1855
Today_%28U.S._TV_program%29; 1752
Video; 1592
Woman; 1245
2016; 1062
Bernie_Sanders; 1057
Windows_Internet_Name_Service; 1033
Republican_Party_%28United_States%29; 916
Help%21_%28album%29; 916
Basketball; 856
Update_%28SQL%29; 789
Barack_Obama; 785
Girl; 753
News_%28band%29; 749
Hat; 749
PIC_microcontroller; 703
Academy_Awards; 689
Antonin_Scalia; 664
Student; 661
Saturday; 640
United_States; 612
Bill_Clinton; 607
Zika_virus; 603
Tuesday; 598
Set_%28deity%29; 595
Super_Bowl; 592
Valentine%27s_Day; 584
Check-in; 580
Snow; 579
Shooting; 558
Friday_%281995_film%29; 533
Suspect_%281987_film%29; 532
Home_%282015_animated_film%29; 523
Debate; 517
12-hour_clock; 512
Crash_%282004_film%29; 511
Restaurant; 502
Iowa; 502
Case_%28singer%29; 500
Voting; 498
Monday; 482
This_Week_%28ABC_TV_series%29; 477
Marco_Rubio; 473
Super_Bowl_50; 460
Priests_of_the_Sacred_Heart; 460
Boy; 459
Teen_film; 456
Thursday; 452
Arrest; 449
Candidate; 437
Facebook; 436
Hillary_Clinton; 429
Family_%28biology%29; 428
Wednesday; 422
Business; 422
Lawsuit; 418
Editorial; 415
Employment; 408
Professional_employer_organization; 401
Lead_generation; 397
Workweek_and_weekend; 391
Lead; 391
Salary; 388
Live_%28band%29; 384
Sunday; 380
Man; 379
Grammy_Award; 379
Wrestling; 375
Pre-exposure_prophylaxis; 375
Budget; 371
Supreme_Court_of_the_United_States; 370
Fan_%28person%29; 370
Prison; 369
Opinion; 366
Apple_Inc.; 361
Offers; 359
Race_%28human_categorization%29; 353
Leadership; 353
Federal_Bureau_of_Investigation; 353
Month; 349
The_Weather_Channel; 347
Ohio; 346
Gun; 344
New_Hampshire; 342
Community_%28TV_series%29; 340
Florida; 339
President_of_the_United_States; 337
City_council; 333
START_I; 331
Join_%28SQL%29; 331
The_Latest_Buzz; 330
Missing_%28film%29; 329
Question; 323
New_Jersey; 319
Democratic_Party_%28United_States%29; 318
Hearing; 314
Reading_%28process%29; 313
Officer_%28armed_forces%29; 313
Death; 313
Study_skills; 311
Meeting; 311
Million; 310
Title; 302
Storm; 302
Sikh; 302
Political_campaign; 302
Rallying; 301
Allegation; 301
Honour; 298
Hospital; 295
10_%28film%29; 295
Coach_%28sport%29; 293
Car; 289
United_States_Senate; 288
Photograph; 286
Primary_election; 284
Kids_%28film%29; 283
Celebrate%21; 282
Denver_Broncos; 281
Associated_Press; 281
Association_football; 279
Alabama; 277
Homelessness; 276
Game; 276
Cops_%28TV_series%29; 275
John_Kasich; 272
Por%2C_Armenia; 271
Heparin-induced_thrombocytopenia; 271
Dog; 270
Run_%28baseball%29; 269
Bing; 269
Downtown; 268
Need; 265
Career; 264
California; 263
Glyphosate; 262
House_%28TV_series%29; 260
Annual_plant; 259
Utah; 257
The_Faces; 257
Savannah%2C_Georgia; 256
Parent; 256
Infant; 256
Star; 254
United_States_presidential_election; 253
Work_%28physics%29; 251
Minnesota; 251
Protest; 250
Adolescence; 250
Stabbing; 249
Retirement; 249
Mardi_Gras; 248
Basketball_at_the_2010_Summer_Youth_Olympics_%E2%80%93_Girls%27_tournament; 248
Looking; 247
High_school; 246
Cannabis_%28drug%29; 242
Athlete; 241
Par%C3%A1; 239
Court; 239
RT_%28TV_network%29; 237
Column; 237
Beat_%28music%29; 237
Apartment; 237
Wisconsin; 236
Winter; 230
Harper_Lee; 229
Pope_Francis; 228
Health; 228
Try; 227
Texas; 227
Board_of_education; 227
Time_%28magazine%29; 226
Badger; 225
Traffic_%28band%29; 224
Sergeant; 223
Joba_Chamberlain; 222
Change.org; 222
Starting_pitcher; 221
TOPS_Club; 220
Accident; 220
Counties_of_Iran; 219
Virginia; 217
Outside_%28magazine%29; 216
Kansas; 216
Sport; 215
Driving_under_the_influence; 214
Pennsylvania; 213
Iowa_caucuses; 213
Indiana; 213
Fundraising; 212
Food; 212
Education; 212
Issues_%28band%29; 210
Ll; 209
Contraction_%28grammar%29; 208
Details_%28magazine%29; 206
Veteran; 205
National_Signing_Day; 204
February; 204
Peyton_Manning; 203
Proposal_%28business%29; 202
Heroin; 202
Favourite; 202
Water; 200
Sentenced; 200
New_York; 200
Tax; 199
Concert; 199
Funding; 198
This_Morning_%28TV_programme%29; 197
Pope; 197
Hit_%28baseball%29; 197
National_Football_League; 196
Gallery_%28magazine%29; 195
Louisiana_State_University; 194
Nashville%2C_Tennessee; 193
Money; 193
Mom_%28TV_series%29; 193
Drug; 193
15_%28number%29; 193
South_Carolina; 192
Mississippi; 191
IPhone; 191
Volunteering; 189
Victim_%281961_film%29; 189
Signs_%28film%29; 189
Donation; 189
Connecticut; 189
Supporter; 188
Sales; 188
