Entity; Entity_Count
http://dbpedia.org/resource/Trump; 3991
http://dbpedia.org/resource/Constabulary; 3899
http://dbpedia.org/resource/School; 3496
http://dbpedia.org/resource/Man; 3017
http://dbpedia.org/resource/Year; 2753
http://dbpedia.org/resource/Woman; 2707
http://dbpedia.org/resource/Counties_of_England; 2624
http://dbpedia.org/resource/Student; 2404
http://dbpedia.org/resource/Week; 2366
http://dbpedia.org/resource/Game; 2163
http://dbpedia.org/resource/United_States; 2120
http://dbpedia.org/resource/Football; 2110
http://dbpedia.org/resource/Photograph; 1982
http://dbpedia.org/resource/High_school; 1881
http://dbpedia.org/resource/Donald_Trump; 1814
http://dbpedia.org/resource/Day; 1814
http://dbpedia.org/resource/Election; 1752
http://dbpedia.org/resource/October; 1548
http://dbpedia.org/resource/Home; 1547
http://dbpedia.org/resource/Argumentation_theory; 1531
http://dbpedia.org/resource/Hillary_Rodham_Clinton; 1475
http://dbpedia.org/resource/Human; 1423
http://dbpedia.org/resource/City; 1370
http://dbpedia.org/resource/State_(polity); 1290
http://dbpedia.org/resource/Trump_(surname); 1238
http://dbpedia.org/resource/Television; 1220
http://dbpedia.org/resource/Workweek_and_weekend; 1191
http://dbpedia.org/resource/Night; 1187
http://dbpedia.org/resource/House; 1166
http://dbpedia.org/resource/Girl; 1117
http://dbpedia.org/resource/Friday; 1099
http://dbpedia.org/resource/People; 1096
http://dbpedia.org/resource/Political_campaign; 1089
http://dbpedia.org/resource/Halloween; 1060
http://dbpedia.org/resource/Area; 1055
http://dbpedia.org/resource/Saturday; 1054
http://dbpedia.org/resource/Report; 1004
http://dbpedia.org/resource/Park; 999
http://dbpedia.org/resource/Trumpet; 984
http://dbpedia.org/resource/Team; 983
http://dbpedia.org/resource/Child; 983
http://dbpedia.org/resource/Death; 959
http://dbpedia.org/resource/Hilary_(name); 942
http://dbpedia.org/resource/Tax; 936
http://dbpedia.org/resource/Association_football; 934
http://dbpedia.org/resource/Candidate_(degree); 930
http://dbpedia.org/resource/Florida; 925
http://dbpedia.org/resource/Official; 919
http://dbpedia.org/resource/County_(United_States); 879
http://dbpedia.org/resource/Season_(sports); 876
http://dbpedia.org/resource/Tropical_cyclone; 867
http://dbpedia.org/resource/Chapeau; 865
http://dbpedia.org/resource/Road; 849
http://dbpedia.org/resource/Location_(geography); 846
http://dbpedia.org/resource/Family; 839
http://dbpedia.org/resource/Program_management; 831
http://dbpedia.org/resource/Autumn; 825
http://dbpedia.org/resource/Officer_(armed_forces); 806
http://dbpedia.org/resource/Community; 803
http://dbpedia.org/resource/Opinion_poll; 776
http://dbpedia.org/resource/Boy; 771
http://dbpedia.org/resource/Lord's_Day; 763
http://dbpedia.org/resource/News; 758
http://dbpedia.org/resource/Film; 749
http://dbpedia.org/resource/Republican_Party_(United_States); 729
http://dbpedia.org/resource/Health; 729
http://dbpedia.org/resource/Street; 725
