NDCG, ranking_relatedness22.csv, ranking_relative_relatedness22.csv, ranking_relativeness22.csv, ranking_time_relatedness22.csv, ranking_time_relative_relatedness22.csv, ranking_time_relativeness22.csv, ranking_timeliness22.csv
@5, 0.2204071421696249, 0.1619142541970367, 0.1011259438513162, 0.48834916286094776, 0.2567378688967913, 0.2567378688967913, 0.0
@10, 0.361694632495373, 0.3531652826045602, 0.22762419907205586, 0.5523867512351154, 0.38045160712110854, 0.35476018352310457, 0.15588903542311694
@20, 0.49935127936011814, 0.48092324970535894, 0.37291681548164635, 0.6421009670126843, 0.3990645214128259, 0.4413437754102625, 0.1812809114395597
end, 0.677838703691689, 0.658944978903684, 0.609097185855369, 0.7728490661058913, 0.6801315788720124, 0.6445257971898231, 0.5527973196681342

