NDCG, ranking_relatedness24.csv, ranking_relative_relatedness24.csv, ranking_relativeness24.csv, ranking_time_relatedness24.csv, ranking_time_relative_relatedness24.csv, ranking_time_relativeness24.csv, ranking_timeliness24.csv
@5, 0.1161708426112358, 0.11869393016299885, 0.11869393016299885, 0.09389836516202685, 0.1226851246642082, 0.1226851246642082, 0.07984599645357163
@10, 0.10407622225320534, 0.22023728112600502, 0.26496674161469225, 0.20476280939933103, 0.23026447262181246, 0.23026447262181246, 0.07153317894697644
@20, 0.41139256310648215, 0.5217605203021186, 0.5266849485675007, 0.4127357488722986, 0.43803108465598734, 0.5200113606056838, 0.47179271271378403
end, 0.5870233156025131, 0.6195466344750787, 0.6250250680218902, 0.5876388854697292, 0.614339138021966, 0.6155856630199417, 0.5693486554992807

